"grad.lhs_m.1" "grad.lhs_m.2" "grad.lhs_m.3" "grad.lhs_m.4" "grad.lhs_m.5" "grad.lhs_m.6" "grad.lhs_m.7" "grad.lhs_m.8" "grad.lhs_m.9" "grad.lhs_m.10" "grad.lhs_m.11" "grad.lhs_m.12" "grad.lhs_m.13" "grad.lhs_m.14" "grad.lhs_m.15" "grad.lhs_m.16" "grad.lhs_m.17" "grad.lhs_m.18" "grad.lhs_m.19" "grad.lhs_m.20" "grad.lhs_m.21" "grad.lhs_m.22" "grad.lhs_m.23" "grad.lhs_m.24" "grad.lhs_m.25" "grad.lhs_m.26" "grad.lhs_m.27" "grad.lhs_m.28" "grad.lhs_m.29" "grad.lhs_m.30" "grad.lhs_m.31" "grad.lhs_m.32" "grad.lhs_m.33" "grad.lhs_m.34" "grad.lhs_m.35" "grad.lhs_m.36" "grad.lhs_m.37" "grad.lhs_m.38" "grad.lhs_m.39" "grad.lhs_m.40" "grad.lhs_m.41" "grad.lhs_m.42" "grad.lhs_m.43" "grad.lhs_m.44" "grad.lhs_m.45" "grad.lhs_m.46" "grad.lhs_m.47" "grad.lhs_m.48" "grad.lhs_m.49" "grad.lhs_m.50" "grad.lhs_m.51" "grad.lhs_m.52" "grad.lhs_m.53" "grad.lhs_m.54" "grad.lhs_m.55" "grad.lhs_m.56" "grad.lhs_m.57" "grad.lhs_m.58" "grad.lhs_m.59" "grad.lhs_m.60" "grad.lhs_m.61" "grad.lhs_m.62" "grad.lhs_m.63" "grad.lhs_m.64" "grad.lhs_m.65" "grad.lhs_m.66" "grad.lhs_m.67" "grad.lhs_m.68" "grad.lhs_m.69" "grad.lhs_m.70" "grad.lhs_m.71" "grad.lhs_m.72" "grad.lhs_m.73" "grad.lhs_m.74" "grad.lhs_m.75" "grad.lhs_m.76" "grad.lhs_m.77" "grad.lhs_m.78"
"" 0.0375194970571892 0.0378563905549988 0.0383759091246929 0.0391062986294884 0.040071213063313 0.0412887944902804 0.0427706489551226 0.0445188270977619 0.0465035467913216 0.0486744451729726 0.050978531597777 0.0533611804990884 0.0557668172635511 0.0581396709098185 0.0604304974696696 0.0626038980265261 0.0646277619388397 0.0664722771581401 0.0681104255178874 0.0695183492208157 0.0706752937418424 0.0715614488876548 0.0721591502413721 0.072454409862282 0.0724373061044151 0.0721022389592736 0.0714480287690863 0.0704755744238649 0.0691875179246986 0.067592072898757 0.065703058268461 0.0635394826659733 0.0611250228632821 0.0584867170894988 0.0556522591516587 0.0526529380368667 0.0495236918324742 0.0463017880823474 0.0430255463359603 0.0397332307266204 0.0364636189277483 0.0332543416325803 0.0301389532988652 0.0271462617249932 0.0243000071405812 0.0216187760776658 0.0191164408065813 0.0168028352183227 0.0146828616745137 0.012756846302801 0.0110212502975962 0.00946940518473052 0.0080922729052238 0.00687950644678863 0.00581949582816633 0.00489952309221237 0.00410636217628933 0.003426779601378 0.00284792149599914 0.00235734517868189 0.0019431649216178 0.00159479974294883 0.00130293803990313 0.00105941479696777 0.000857097888348145 0.000689890452979428 0.000553116837242022 0.000442478048915118 0.000353792833524424 0.000283220493339827 0.000227378163806146 0.000183381772013366 0.000148918935017243 0.000122161899084422 0.00010157241910407 8.58967335127549e-05 7.41544029283842e-05 6.56180806404059e-05
"" 0.0626591512087855 0.0631414505856866 0.063616937884816 0.0641015668451918 0.0646098565556126 0.0651547643650987 0.0657475064898441 0.0663967458917402 0.0671017706570753 0.0678553354635645 0.0686487371639257 0.0694719036300847 0.0703133914679252 0.0711603798596219 0.0719959928293154 0.0727972807700085 0.073541596949202 0.0742077096870428 0.0747760411880177 0.0752288561680743 0.0755516110160456 0.0757405786750647 0.0757966069290227 0.0757206073288485 0.0755135863426197 0.0751766908762767 0.074711284474624 0.0741205817326833 0.0734098367209861 0.0725837768531437 0.0716465360778656 0.070601792795143 0.0694529050775018 0.0682023694691967 0.0668494663626579 0.0653930785821968 0.0638329428309251 0.0621697941216829 0.0604054917402103 0.0585429302731882 0.0565822018910578 0.0545221729361566 0.0523652335113886 0.0501171866290204 0.0477868863623566 0.0453858442326604 0.0429275638401652 0.0404268510095389 0.0379003367328682 0.0353659940921549 0.0328424617884335 0.030348421294438 0.0279021671150959 0.0255224496827446 0.023227003377359 0.0210309518662606 0.0189466073187014 0.0169834263832805 0.0151480830379436 0.0134455565958232 0.0118795965561507 0.010450536314729 0.00915571616326755 0.00799019700109866 0.00694739066586424 0.00602028079751453 0.00520544778737439 0.00449827159953251 0.00389119404259363 0.00337500851183893 0.00293987464286794 0.00257604688295279 0.00227396179816403 0.00202461342658437 0.00182037782198426 0.00165498187469127 0.00152343250325172 0.00142198426511832
"" 0.0718100309763826 0.0720908852357725 0.0723780580954843 0.0726816889471547 0.0730112443707582 0.0733754567231271 0.0737822435131013 0.0742383467132045 0.0747462574682488 0.0753053593956737 0.0759141111564656 0.0765700299384907 0.077269632451817 0.0780083640777018 0.0787779819053004 0.0795640992024019 0.0803515676412983 0.0811253316799075 0.0818705406916443 0.0825726587314997 0.0832179530185896 0.0837960971241175 0.0842985905932834 0.0847174719224525 0.085045378160477 0.0852755969462868 0.0854021375409568 0.0854212705316589 0.0853320022870734 0.0851338486279438 0.0848266868687802 0.0844107798493764 0.0838867894142736 0.08325638966544 0.08252434642854 0.0816958337321548 0.0807754621994056 0.0797673443944438 0.0786751605803999 0.0775021866711606 0.0762504732542622 0.0749208748650425 0.0735140318183467 0.0720305441043908 0.070471099293701 0.068836595329223 0.0671272765415873 0.0653409768802414 0.0634762463589724 0.0615330882690629 0.059512971647649 0.0574188277274992 0.0552549484018699 0.0530261417460069 0.050738495201264 0.0484000275162871 0.0460204174310596 0.0436107025697293 0.0411829910866254 0.0387529167872761 0.0363414022276104 0.0339678825832845 0.0316492985061119 0.0294000694954669 0.0272321452002874 0.0251566680883861 0.0231935453495754 0.0213622335178925 0.0196758562814381 0.0181420078015306 0.016763774344623 0.0155407512839317 0.0144663831976855 0.0135284938509216 0.0127159425205728 0.0120191099733599 0.0114299360790247 0.010942021860638
"" 0.0760478947675808 0.0762089833305348 0.0763840672911896 0.0765802611748097 0.0768043392786403 0.0770627088891483 0.0773613755835101 0.0777056925236554 0.0780979389481173 0.0785381812562505 0.0790259865634049 0.0795604104004447 0.080139948546912 0.0807624810365153 0.0814240263678156 0.0821175091973047 0.0828351752466932 0.083568961756727 0.0843105317949573 0.0850513122910455 0.0857826452810807 0.0864966001259231 0.0871856707835749 0.0878424632974655 0.0884597408296587 0.0890304678644622 0.0895478547302203 0.0900055444493598 0.090397745841283 0.0907190923999328 0.0909646564138086 0.091129973559399 0.091211063026836 0.0912047136974564 0.0911094764825443 0.0909245886538846 0.0906495530430452 0.0902841536476948 0.0898284676826655 0.0892829252703788 0.0886493330443096 0.0879305101811801 0.0871290567127453 0.086247337265802 0.0852875162496203 0.0842515935839982 0.0831428887081278 0.0819688118730515 0.0807364207193178 0.0794514981684214 0.0781186811571569 0.0767415965705596 0.0753232421758425 0.0738687791791192 0.0723842142304237 0.0708743214911833 0.0693427597125565 0.0677922416073061 0.0662247185893261 0.0646432009391231 0.063053942706811 0.0614634950114278 0.0598782058600969 0.058304190919812 0.0567473261885417 0.0552129949660822 0.0537056025521811 0.0522326039669982 0.0508050453603917 0.0494363377204104 0.048141261746734 0.0469350684951138 0.0458240527645709 0.044801818835216 0.0438620418863566 0.0429991718028667 0.0422081141826945 0.041483982990622
"" 0.0787964704505301 0.0788776192573665 0.0789659421561462 0.0790660530623005 0.0791824011930378 0.0793192611811824 0.0794807199325853 0.0796706141744258 0.079891981167387 0.0801472233033476 0.080438465599362 0.0807675315910991 0.0811359084262782 0.0815447050296332 0.081993908954747 0.0824816199513408 0.0830054141763557 0.0835625327654198 0.0841498747555225 0.0847639918840816 0.0854009562706194 0.0860555512001203 0.0867219573574487 0.0873942717749468 0.0880665405072459 0.0887327878255442 0.0893870586286914 0.0900241312002087 0.0906398400740727 0.0912301507365075 0.091791097505543 0.0923187993966983 0.0928094745474771 0.0932597579591268 0.0936678595462113 0.094032427915784 0.0943520836624104 0.0946254333526848 0.0948510816465071 0.0950276734828995 0.0951545559230421 0.095231635369968 0.0952586407471513 0.0952351083907212 0.0951603992797034 0.0950337175941388 0.0948553583014534 0.0946293104331425 0.0943598513628563 0.0940507405434195 0.0937052445408075 0.0933261597824531 0.0929162054822454 0.0924823016890771 0.0920337850932808 0.0915791473669725 0.0911260323188739 0.0906813019443154 0.0902511036903335 0.0898405200689532 0.089453871968566 0.0890963618743085 0.0887741976276684 0.0884945221003135 0.0882653528555591 0.0880932275991768 0.0879686039498646 0.0878783654260944 0.0878143292481571 0.0877724856053565 0.0877522452198822 0.0877556823259851 0.0877822411287005 0.0878245893197173 0.0878737664760983 0.0879197514849703 0.0879515575989698 0.0879573636698437
"" 0.0812704717595739 0.0812166082879903 0.0811735554059459 0.081144090912082 0.081130920241107 0.0811366691173301 0.0811638741627166 0.0812150010730017 0.0812927614960271 0.0813999517027276 0.0815391821062605 0.0817128548747631 0.0819231452392077 0.0821719782449632 0.0824603941258012 0.082787882936548 0.0831535698773053 0.0835563769280662 0.0839950113614146 0.0844679529276812 0.0849733390794968 0.085508306902061 0.0860694806753451 0.0866533533298322 0.0872562966470764 0.0878745695024569 0.0885043398816916 0.0891423586474355 0.0897862760525148 0.0904337543142599 0.0910824067710381 0.0917298114269796 0.0923735224430855 0.0930115175936373 0.093643884146703 0.0942712294805059 0.0948939994127388 0.0955124821792282 0.0961268146865045 0.0967370437323918 0.0973442629447339 0.0979504742447454 0.0985573733774893 0.0991663044943474 0.0997782664508721 0.100393917486161 0.101013115679568 0.101634062520763 0.102254788202646 0.102873506572161 0.103488629936395 0.104098780465653 0.104702699592083 0.105298237298162 0.105883257239897 0.106456624210386 0.107018166590671 0.107568616933389 0.108109542979647 0.108641461824167 0.109162192051049 0.109670827761552 0.110168147020317 0.110656450563654 0.111139410457762 0.111620466652687 0.112092783755982 0.112545423755532 0.112968496901649 0.113352907370889 0.113690114774482 0.113972135835792 0.114201112129788 0.114392825056561 0.114562581519129 0.114724400936133 0.114891383797097 0.115076053304327
"" 0.0866030561579439 0.086396385032882 0.0862059259712083 0.0860338319979517 0.0858822063489045 0.0857530971436082 0.0856484909502464 0.0855702988518323 0.0855202715639936 0.0855000090896474 0.085511005422585 0.0855546425833184 0.0856321822466297 0.0857447547356402 0.0858931224152282 0.0860774273133577 0.0862976180180702 0.0865535042114555 0.0868447477720886 0.0871708532653132 0.0875310012090396 0.0879230166874356 0.0883440736603897 0.0887912665627957 0.0892616175439615 0.089752080641303 0.0902595616883398 0.0907816929852798 0.0913171885526479 0.0918648012914788 0.092423241332757 0.0929911826359503 0.0935672688408801 0.0941502200862829 0.0947392428877644 0.0953336967169213 0.0959329451049676 0.0965363586344289 0.0971433167053568 0.097753272398616 0.0983671417417859 0.0989872233571595 0.09961576417691 0.100254906042593 0.10090669677874 0.101573100992797 0.102255263282597 0.102951953055978 0.103661670201415 0.104383150280219 0.105115358528419 0.105857484195091 0.106608635022191 0.107364416696631 0.108118530359154 0.108865484287237 0.109600610030193 0.110320016667301 0.111020535053741 0.111698836002446 0.112350571364438 0.112972049627598 0.113560388621427 0.114113411316095 0.114629538030363 0.115108011472366 0.115550925140965 0.115961387947375 0.116342201833888 0.116695875542933 0.117024664342675 0.11733059972324 0.117614000007213 0.117872663892864 0.118103959765399 0.118305022429288 0.118472760686112 0.118603859209893
"" 0.0971107453754278 0.0968577960503131 0.0966086306519872 0.0963663085329712 0.0961338389295457 0.0959141801850527 0.0957102382290965 0.0955248730912434 0.095360992955125 0.0952215038926402 0.0951092284191948 0.0950268973385127 0.0949771413472467 0.0949624787657646 0.0949849236460124 0.0950455610665521 0.0951452669078387 0.0952848080014487 0.0954648359585828 0.0956858797227639 0.0959482174889822 0.0962510839372794 0.0965931910767312 0.0969731562846424 0.0973895023623985 0.0978406544506305 0.0983249282656562 0.0988401421422236 0.0993834901532109 0.099952115295778 0.100543165379278 0.101153800547889 0.101781198999418 0.102422664844149 0.103076055581519 0.103739464524614 0.104411078548164 0.105089186500458 0.105772184693149 0.106458574554348 0.107146856092602 0.107835559701618 0.108523379057014 0.109209180385626 0.109892002454319 0.11057105310183 0.111245498877824 0.111914020685413 0.112575369152818 0.113228498686967 0.11387256007233 0.114506889526546 0.115130925072602 0.115743398849159 0.116342704851222 0.116927531561023 0.117496866037805 0.11804998082772 0.118586408644102 0.119104399490465 0.119599258263786 0.120066343327677 0.120501455635038 0.120900773245209 0.121260777435501 0.121578366468312 0.121852085287696 0.122081258624055 0.122265334759589 0.122403934634651 0.122496874667203 0.122544188947443 0.122547435721674 0.122509995008687 0.122434954623753 0.122324946936933 0.122182141621215 0.122008221122927
"" 0.00840101898676157 0.00853796073535661 0.00917945527510281 0.0103759340315296 0.0121661265622786 0.0145717061358043 0.0175901300477268 0.0211822068188094 0.0252194845244558 0.0295228109285345 0.0339151965534393 0.0382299689496513 0.0423149204912079 0.0460342489805849 0.049278392344184 0.0519731925070196 0.0540640248858987 0.0555159483392499 0.0563137783012987 0.0564603972453924 0.0559729183899396 0.0548736896725855 0.0532011434419288 0.0510137143027206 0.0483852106064085 0.045399289236915 0.0421441078438355 0.0387071050078999 0.0351735004192198 0.0316254983429518 0.0281383858663712 0.0247772578233402 0.0215949928228123 0.0186316826968827 0.0159154956966351 0.0134627635113083 0.0112790435818348 0.00936075185535693 0.00769699157445406 0.00627145897426467 0.00506447801551975 0.00405434933805927 0.00321833501277602 0.00253376492355787 0.00197889759534384 0.00153353535315241 0.00117939150326384 0.000900261781001994 0.000682131794881412 0.000513085465546542 0.000383138668729839 0.000284040886707458 0.000209062616684881 0.00015278696253099 0.000110885481529202 7.99278493444596e-05 5.72268662593241e-05 4.07014863324461e-05 2.87575659643949e-05 2.01845204756912e-05 1.40714164389385e-05 9.74164778717879e-06 6.69600173331377e-06 4.56864529072285e-06 3.09343639486984e-06 2.07825956434016e-06 1.38567892171872e-06 9.17257029504783e-07 6.02988260261557e-07 3.93724977619086e-07 2.55376400877654e-07 1.64561308680278e-07 1.05780976276951e-07 6.85057659815958e-08 4.51654329830653e-08 3.06338886046597e-08 2.16089164530864e-08 1.60400734032314e-08
"" 0.037525306196107 0.0378833639275357 0.0384105020738717 0.0391341074017056 0.0400772013497766 0.041257624051147 0.0426871154272496 0.0443688300837672 0.0462798656537588 0.0483798902079048 0.0506250346018311 0.0529686384096865 0.0553618016967265 0.0577540176580613 0.0600957270841462 0.0623418664001751 0.0644500520290579 0.0663809294754117 0.0680988213559947 0.069572243324565 0.0707747167273083 0.0716873108030432 0.0722959935159616 0.0725902811210897 0.0725635407742079 0.0722131958508678 0.0715407644896214 0.0705482507574877 0.0692377496179889 0.0676173668856287 0.0657013079551665 0.0635093317660156 0.0610660951481053 0.0583999022587391 0.0555403864441129 0.0525203687354542 0.0493756536837132 0.0461438238329812 0.0428630810723584 0.0395712439981025 0.0363061731082253 0.033104420093901 0.0299986737990998 0.0270170429553605 0.0241826898530132 0.0215137158274943 0.0190237319379652 0.0167227012570614 0.0146154961256013 0.0127022422776208 0.0109791185090654 0.00943915506621216 0.00807299421667804 0.00686959405206312 0.00581677494867811 0.00490169546293293 0.00411129628706532 0.00343267360287348 0.00285337390151135 0.00236147094332163 0.00194567658143738 0.00159578419036174 0.00130267397944046 0.00105825371827982 0.000855390717253159 0.000687950546801443 0.000551222863287227 0.000440853280266961 0.000352589893077722 0.000282525105228402 0.000227222521376029 0.000183758655098842 0.000149700422328238 0.000123064873021845 0.000102273682638034 8.60891868114467e-05 7.35585007517822e-05 6.39674424127429e-05
"" 0.0618207768742452 0.0623198890047105 0.0628192258788161 0.0633328054758331 0.0638732821398301 0.0644518394248038 0.065078032328812 0.0657590127982348 0.0664928984787497 0.0672715430911486 0.0680854738856691 0.0689239831619447 0.0697751455539984 0.0706258498139276 0.0714603476627791 0.0722593198716977 0.0730036663629309 0.0736751919281161 0.0742567904779062 0.0747326035669181 0.0750891224025495 0.0753213990647408 0.0754282769026298 0.0754088638277365 0.075262590746449 0.0749892742569577 0.0745891949521988 0.0740642380461702 0.0734178117277493 0.0726529133360599 0.0717721135582031 0.0707777058612022 0.0696718646594117 0.0684562205009909 0.0671298393850053 0.0656916589056793 0.0641415591574641 0.0624804847152282 0.0607105623965498 0.0588350374326692 0.0568549156407505 0.0547705057551889 0.0525856630925212 0.0503076278388527 0.0479466221802831 0.0455154110395807 0.0430286732299386 0.0405024327926204 0.0379543090981991 0.0354029591234839 0.0328674022964028 0.0303664148761241 0.027918061685896 0.0255398412409877 0.0232477546936728 0.0210554488439801 0.0189740812637453 0.0170122945137788 0.0151762810208225 0.0134712243579117 0.0119019076612688 0.0104694958364595 0.00917186776097874 0.00800438263743271 0.00696056488928383 0.00603334229925742 0.00521894765362707 0.00451244036146174 0.0039060853147594 0.00339059577060162 0.00295611408256349 0.00259290602241498 0.00229089285044257 0.00204005489456605 0.00183210474322133 0.0016603190768808 0.00151929652945228 0.00140477761441436
"" 0.0717319361696502 0.0719945365006664 0.0722587969561587 0.0725366628358645 0.0728393713504307 0.0731773846178527 0.0735603010305503 0.0739963845104508 0.0744883449944438 0.0750349355211167 0.0756340021693065 0.0762824968698323 0.0769764209028494 0.0777107488494897 0.0784770222778534 0.0792610863451695 0.0800480007547483 0.0808228338711447 0.0815707764252698 0.0822772497649998 0.0829282098063075 0.0835116337421175 0.084016931709243 0.0844343657158308 0.0847551122698194 0.0849713029449084 0.0850761134709584 0.0850670840549042 0.0849470350617299 0.0847190577018889 0.0843861389780291 0.0839511868699336 0.0834170497850128 0.0827867588587991 0.0820642716022579 0.0812534283142058 0.0803576199532157 0.0793798397110125 0.0783227255124833 0.0771885418280502 0.0759779301388783 0.0746900284020144 0.073323933970083 0.0718789119083727 0.0703545340197736 0.0687508089922026 0.0670670764640022 0.0652998095685612 0.0634465194102327 0.0615066279171932 0.0594814328863625 0.057374057452218 0.0551894444398332 0.0529349425613522 0.0506198528210536 0.0482546998802785 0.0458510123584289 0.0434211064737967 0.0409778858013176 0.0385378553688493 0.0361233783676003 0.03375488891023 0.0314497858690398 0.0292224729214313 0.0270844873762779 0.0250458521647225 0.0231224746890457 0.0213296459987518 0.0196776546339415 0.0181723276442074 0.0168157775033661 0.0156071473756627 0.0145389288136851 0.01359707232236 0.0127687387729668 0.0120427414663173 0.0114094090954869 0.0108604895157056
"" 0.0763830695063919 0.0765390595174225 0.0767052950186355 0.0768875426532451 0.0770912330688166 0.0773214288618887 0.0775827903182775 0.0778795018795029 0.0782147971134489 0.0785910781112549 0.0790102052010322 0.0794734701866312 0.0799815566698259 0.0805344876046439 0.081130355764407 0.081764051215685 0.0824296852673012 0.0831209339416 0.0838310431705344 0.0845528418668649 0.0852785916096435 0.0859989759716122 0.0867041263450424 0.0873843577236065 0.0880302342040173 0.0886326249149872 0.0891827717461802 0.0896731779331537 0.0900980389268368 0.0904521341851644 0.0907307518164319 0.0909296970469976 0.0910452900622009 0.0910743760371903 0.0910143380524294 0.0908629418623794 0.0906183343511319 0.0902790811723697 0.0898441925109073 0.089313270337483 0.088689244209492 0.0879776874974176 0.0871836544431844 0.0863115781119183 0.085365317024668 0.0843482126371633 0.083263996360664 0.0821184233505727 0.080916699190475 0.0796629793409235 0.0783604798262642 0.0770115905675967 0.0756182162258624 0.074184385035198 0.0727150228115288 0.0712140158180203 0.0696843277977705 0.0681281642238958 0.0665471530695348 0.0649445772068217 0.0633281539635536 0.0617063725861842 0.0600877856027128 0.0584808741106772 0.0568939404939102 0.055334412458332 0.053805829065522 0.0523132438351994 0.0508651252196133 0.0494722297947822 0.0481466813292799 0.0469011692135562 0.0457421324743613 0.0446664314720195 0.0436700729550557 0.0427489927295674 0.0418991070531077 0.041116393709842
"" 0.0793899305139683 0.0794349195779775 0.0794899366914927 0.0795588995786073 0.0796456427568186 0.0797539070226093 0.0798873198037608 0.0800493328346298 0.0802427923698248 0.0804700089790362 0.0807330052480508 0.0810335007257691 0.0813728877778587 0.0817521995015518 0.0821713153771568 0.0826281284836691 0.08312002357827 0.0836440875421519 0.0841971033993835 0.084775541607902 0.0853755573315036 0.0859930633042889 0.0866237829572619 0.0872632652575172 0.0879069088874963 0.0885499848660228 0.0891876578392881 0.0898150174947708 0.0904271688919197 0.091019301973947 0.0915867229279295 0.0921248805991368 0.0926293897503848 0.0930961604572278 0.0935217939015888 0.0939031235652831 0.0942370478904242 0.0945205446262621 0.0947506837383446 0.0949247460566315 0.0950425125544447 0.0951060069929706 0.0951170575733361 0.0950772058434296 0.0949877233325785 0.0948496287898079 0.0946650502886146 0.0944399787033689 0.0941803977938644 0.0938913951816262 0.0935772085627996 0.0932412758524629 0.0928864799638694 0.0925174482071166 0.0921398723661974 0.0917589167521769 0.0913792303084733 0.0910049960063794 0.0906399770077698 0.0902861915762509 0.0899433972192991 0.0896128506266737 0.0892976276552617 0.0890024394311457 0.0887334551588552 0.0884964630533881 0.0882860349485991 0.0880942280230214 0.0879166478444873 0.087751888462858 0.0876010109233192 0.0874670289254994 0.0873502909197876 0.0872451216384621 0.0871447614996908 0.087041896466348 0.0869287273394551 0.0867970520701533
"" 0.0828521608841319 0.082718307506646 0.0825932536240764 0.0824802425541282 0.0823824223917857 0.0823028390765343 0.0822444291982682 0.0822100401606657 0.0822027337040251 0.0822256525337528 0.0822817773884735 0.0823739104571675 0.0825046605441402 0.0826764224901579 0.0828908183636895 0.0831480870550577 0.0834480818118524 0.0837903888490005 0.0841743028370098 0.0845988083938295 0.0850624231622568 0.085562271347463 0.0860947969719772 0.0866563153892799 0.0872430317978809 0.0878510570724972 0.0884764264162908 0.0891152524655316 0.0897638367558247 0.0904185198026432 0.0910756704810132 0.0917316908873458 0.0923830225909605 0.0930266356710482 0.0936618561354512 0.0942885684899797 0.0949064618376464 0.095515035042528 0.0961136001817487 0.0967013413266145 0.0972785588204352 0.0978466652086858 0.0984069498808162 0.0989605321288929 0.0995083641499977 0.10005122924163 0.100590088094846 0.101126894959871 0.101663748929425 0.10220268524405 0.102745685855958 0.103294685693086 0.10385134890877 0.104414555037134 0.104981833841243 0.105551494024484 0.106122641539191 0.106695150041375 0.107269617531513 0.107845280864194 0.10841818604155 0.108985658083478 0.109546772983224 0.110102190842782 0.110653998729344 0.111204652308734 0.11175062191882 0.112286118648592 0.112806259624838 0.113306898304 0.11378448665613 0.114236012777502 0.11465990949445 0.11505550269545 0.11542092477951 0.115753110506452 0.116047955015587 0.116300482444525
"" 0.0889772313898608 0.0886853671483112 0.0884057069407162 0.0881400451215511 0.087890100546759 0.0876575281812406 0.0874439325472608 0.0872509562416082 0.0870811316728298 0.0869375646188153 0.0868232855136758 0.0867412021067688 0.0866940682683245 0.086684455479274 0.0867144299719149 0.0867852394032306 0.0868979184480295 0.0870533755703542 0.0872523884022519 0.087495593309071 0.0877831970292697 0.088113166819837 0.0884824087494837 0.0888877394072257 0.0893258855036072 0.0897934786981988 0.0902870591362023 0.0908034697094706 0.0913400697030997 0.0918942392566594 0.0924633568132385 0.0930448143580179 0.0936360261800286 0.0942349807695064 0.0948423521183539 0.095459520795991 0.0960877278576094 0.0967280830734934 0.0973815721360314 0.098049010692323 0.0987299313754072 0.0994227102636957 0.100125765625072 0.100837611009669 0.101556858167464 0.102282223129669 0.103012444317229 0.10374615436082 0.104482224715226 0.105219842970881 0.105958515191794 0.106698065663491 0.107438529384462 0.108178961094895 0.108918017386806 0.109654891472161 0.11038929215662 0.111121405067509 0.111851836336771 0.112577981897653 0.113290180696482 0.113978882789898 0.114635594269504 0.115252756364345 0.115823617792133 0.116342402233426 0.116806120099724 0.117212971976469 0.117561157500261 0.117848843620123 0.11807413374114 0.118235156988006 0.118336303257664 0.118390779460422 0.118411684490589 0.118411412010242 0.118401786653466 0.118394161076476
"" 0.0997237166699481 0.0993864357836865 0.0990571061142384 0.0987387287872991 0.0984342732565727 0.0981466618357047 0.0978787503571882 0.0976332934200025 0.0974127807595637 0.097219464313405 0.0970554691982093 0.0969228123120877 0.096823412699481 0.0967590937039908 0.0967312983259269 0.0967407674610052 0.0967880681615218 0.0968736737503983 0.0969979646480692 0.0971612268357841 0.0973636372133834 0.0976051911305681 0.0978857573720687 0.0982051180491803 0.0985629661183959 0.0989589014424041 0.0993924188334184 0.0998625694174177 0.100367838122338 0.100906623891545 0.101477278860438 0.102078109625719 0.102707380489229 0.103363383441341 0.104044701083578 0.104749992602185 0.105477902906776 0.106227071553534 0.106996142529872 0.107783710708923 0.108586951954419 0.109401759736315 0.110224219112371 0.111050676891477 0.111877740631572 0.112702272116781 0.113521431125817 0.114332820737551 0.115134389407812 0.115924394659329 0.116701394320017 0.117464235755637 0.118211870675348 0.118941346431222 0.119648622546054 0.120330107346597 0.120982673024457 0.121603629937348 0.122190681061982 0.122739708585408 0.123242261319303 0.123689692088968 0.124073725759238 0.124386398259293 0.12461998970672 0.124767859821351 0.124830503771093 0.124811593325174 0.124714649846882 0.124543057284467 0.124300068643849 0.123988899129259 0.123618404662034 0.123205598082338 0.122767590996149 0.122320927369378 0.121881592194707 0.121464995191632
