"grad.rhs_alpha.1" "grad.rhs_alpha.2" "grad.rhs_alpha.3" "grad.rhs_alpha.4" "grad.rhs_alpha.5" "grad.rhs_alpha.6" "grad.rhs_alpha.7" "grad.rhs_alpha.8" "grad.rhs_alpha.9" "grad.rhs_alpha.10" "grad.rhs_alpha.11" "grad.rhs_alpha.12" "grad.rhs_alpha.13" "grad.rhs_alpha.14" "grad.rhs_alpha.15" "grad.rhs_alpha.16" "grad.rhs_alpha.17" "grad.rhs_alpha.18" "grad.rhs_alpha.19" "grad.rhs_alpha.20" "grad.rhs_alpha.21" "grad.rhs_alpha.22" "grad.rhs_alpha.23" "grad.rhs_alpha.24" "grad.rhs_alpha.25" "grad.rhs_alpha.26" "grad.rhs_alpha.27" "grad.rhs_alpha.28" "grad.rhs_alpha.29" "grad.rhs_alpha.30" "grad.rhs_alpha.31" "grad.rhs_alpha.32" "grad.rhs_alpha.33" "grad.rhs_alpha.34" "grad.rhs_alpha.35" "grad.rhs_alpha.36" "grad.rhs_alpha.37" "grad.rhs_alpha.38" "grad.rhs_alpha.39" "grad.rhs_alpha.40" "grad.rhs_alpha.41" "grad.rhs_alpha.42" "grad.rhs_alpha.43" "grad.rhs_alpha.44" "grad.rhs_alpha.45" "grad.rhs_alpha.46" "grad.rhs_alpha.47" "grad.rhs_alpha.48" "grad.rhs_alpha.49" "grad.rhs_alpha.50" "grad.rhs_alpha.51" "grad.rhs_alpha.52" "grad.rhs_alpha.53" "grad.rhs_alpha.54" "grad.rhs_alpha.55" "grad.rhs_alpha.56" "grad.rhs_alpha.57" "grad.rhs_alpha.58" "grad.rhs_alpha.59" "grad.rhs_alpha.60" "grad.rhs_alpha.61" "grad.rhs_alpha.62" "grad.rhs_alpha.63" "grad.rhs_alpha.64" "grad.rhs_alpha.65" "grad.rhs_alpha.66" "grad.rhs_alpha.67" "grad.rhs_alpha.68" "grad.rhs_alpha.69" "grad.rhs_alpha.70" "grad.rhs_alpha.71" "grad.rhs_alpha.72" "grad.rhs_alpha.73" "grad.rhs_alpha.74" "grad.rhs_alpha.75" "grad.rhs_alpha.76" "grad.rhs_alpha.77" "grad.rhs_alpha.78"
"" 0.994012303024452 0.992162467583311 0.989958629838048 0.987296805436721 0.984074255623985 0.980190158629485 0.975546466907951 0.970051191832891 0.963645108259839 0.956292539075642 0.947962490632633 0.938628475678027 0.928268873300259 0.91686763676614 0.904446936225657 0.891100803416056 0.876931620546027 0.862040161886551 0.846524846899148 0.830481235534735 0.81400179488527 0.797175973416871 0.780089305846856 0.762822617501132 0.745451713842211 0.728047330121681 0.710674268084861 0.693342032716613 0.675988922067221 0.658555179009495 0.640988832628717 0.623245763234886 0.605289980311979 0.587069665411954 0.568428136377315 0.549201277178321 0.529258199384131 0.508502902239174 0.486876114896436 0.4643565617031 0.440952701421545 0.416705500649738 0.391698738139868 0.366057566879518 0.339945354705155 0.313559125459261 0.287147649654775 0.261041892644816 0.235560104627301 0.210982701203791 0.187547810034885 0.165448683260781 0.144836528955862 0.125856356045084 0.108610206435333 0.0931283804941645 0.0793827099436359 0.0673004496707359 0.0567771303751918 0.0476832501219341 0.039872904069838 0.033203202808008 0.0275385861066222 0.0227526031562298 0.0187290512051725 0.0153641276812411 0.0125738976216851 0.0102808480454338 0.00841031020735494 0.00689358084784395 0.00566960221403029 0.00468569264670165 0.00390312506804076 0.00329417907779522 0.00283224002233496 0.00249409724859669 0.00226184313321885 0.00212410309613751
"" 1.00078832853709 1.00013890523555 0.999539073088032 0.998960081128052 0.998373083913057 0.997749192610909 0.997059564088778 0.996273748835283 0.995339436791054 0.994189661640221 0.992757577995463 0.990976823631139 0.988781701223932 0.986107463299234 0.982890342498621 0.979067544083035 0.974578225257907 0.969363960793089 0.963369203225962 0.956541828244749 0.948838689860277 0.940258593235586 0.930820736109462 0.920546778694585 0.909460620661409 0.897588366524814 0.884958683280928 0.871617822963882 0.857634940055804 0.843080042769972 0.828021697644782 0.812526692609077 0.79665986054245 0.780478385300811 0.764010436614273 0.74727621318174 0.730296641895922 0.71309328345061 0.695688390130494 0.678103462852871 0.660324746538647 0.642307923070856 0.624015765911782 0.605419793932277 0.586500456556274 0.567247452701199 0.547626299845077 0.527511531115537 0.506787961174648 0.485375389946783 0.463229732135683 0.44034402183443 0.416751790212316 0.392557044586013 0.367912124785712 0.342987091324829 0.317965260777927 0.293038904913852 0.268404711676925 0.244272814748458 0.220869410629956 0.198396293512734 0.177023357012699 0.156887166647657 0.138090708509489 0.120723610707674 0.104966388556433 0.0909445397538741 0.0786701972846077 0.0680752385386453 0.0590406495251498 0.0514207897910644 0.0450841183470899 0.0399219065191513 0.0358205177995922 0.0326750564040615 0.0304021796352313 0.0289506686286231
"" 1.00110239115466 1.00087815626738 1.00067844458285 1.00050158258639 1.00034582868592 1.00020939322393 1.00009047144583 0.999986733931291 0.999888989135908 0.999783356215985 0.999655817033304 0.999492285573388 0.999278626035467 0.999000684082218 0.998640132846624 0.99816970517201 0.997561013090744 0.996785672301159 0.995815334401635 0.994621781049157 0.993175113459302 0.991430832683031 0.989338050524314 0.986846505843529 0.983906761321429 0.980470457582774 0.976490699621975 0.971924412646811 0.966733391456585 0.960881651814494 0.95433536586132 0.94706314379497 0.939036425380948 0.930233758936054 0.920655843872525 0.910311896886295 0.89921360054367 0.887375040116962 0.874812741518038 0.861546778430034 0.84762205443758 0.833106256719787 0.818066951787152 0.802570134186481 0.786679943680881 0.770458535460961 0.753956321743216 0.737191545068117 0.720177526704414 0.702929107885781 0.68546258145297 0.667795762135268 0.649944882475401 0.631887536474558 0.613580409414895 0.594989105069065 0.57608878552539 0.556864406575094 0.537310926495154 0.517407611351458 0.497093772990551 0.476324921588518 0.455080748772654 0.433365242443178 0.411206702211498 0.388694204975989 0.366202244599914 0.344170614487806 0.322954658511123 0.302829894333391 0.284000671315143 0.266612250310779 0.25083548403172 0.236889630120876 0.224939618889153 0.215111762104041 0.207520429944207 0.202295890675255
"" 1.00053369471954 1.00051818061683 1.00050612754682 1.00049549105273 1.00048414424878 1.00046989622646 1.0004505201826 1.00042387596343 1.00038892135968 1.0003453726375 1.00029297198686 1.00023145566926 1.00016055100485 1.0000799913821 0.999990024411288 0.999891936340795 0.999787088616364 0.999676762035142 0.999562162857221 0.999444457049103 0.999323241875489 0.999185990452651 0.9990145512738 0.998790694781507 0.998496118538786 0.998112464157059 0.997621250601014 0.99699776093242 0.996208250662743 0.995218373314137 0.993993915456727 0.992500877525701 0.990705617295307 0.988573766781883 0.986065358340514 0.983139301173245 0.979755413573751 0.975874573103533 0.971458948283971 0.966472542983323 0.960886646819608 0.954679815236443 0.947832681204994 0.940327832194564 0.932150011440743 0.923286403748424 0.913736518512994 0.903532966600152 0.892715319651106 0.881323366195049 0.869396911791732 0.856975727097967 0.844102678323598 0.830858890571781 0.817348495128736 0.803670691332678 0.789918857525967 0.776180546162682 0.762537852961159 0.749080800968288 0.735920986922935 0.723165255520936 0.710912106113431 0.69925240104869 0.688270520837644 0.678040710484142 0.668593899655392 0.659941632379158 0.652095378402683 0.64506677555984 0.638868201755418 0.633513247760638 0.628991561700032 0.62525670399753 0.62226261024684 0.619968171465184 0.618340620063587 0.617360927523209
"" 0.999618516967553 0.999665974529882 0.999717582135291 0.99977254092883 0.999829998699492 0.999889063548412 0.999948823876232 1.0000082508901 1.00006480318158 1.00011491311688 1.0001549905697 1.0001814298269 1.00019060919913 1.00017891960118 1.00014554709635 1.00009558191763 1.00003484198938 0.999969101872962 0.999904093472523 0.99984552567169 0.999798628921306 0.999764890369025 0.999744040381737 0.999735744254631 0.999739590357687 0.999755096099467 0.99978166289626 0.999814774183886 0.999844240378942 0.999859397855128 0.999849524912815 0.999803842474895 0.999711544952115 0.999561721206575 0.999342836501567 0.999043133699674 0.998650793911219 0.998153933452313 0.997540644346616 0.99679879485796 0.995909897827996 0.994849107324151 0.993591388132364 0.992111795277008 0.99038554185097 0.988388138326656 0.986097602719526 0.983499016576168 0.980579137316021 0.977325008351104 0.973724005717996 0.969763990213453 0.9654373623185 0.96078574971291 0.955883665653132 0.950804797854925 0.945621064711975 0.940402573325242 0.935217886918921 0.930150397803624 0.925316527095572 0.920834579236572 0.916820294576841 0.913387423844223 0.910648715922322 0.908701700835993 0.907523593372159 0.90703612387094 0.907161693531501 0.907822919568166 0.908942423361003 0.910442778938722 0.912225290617451 0.914158562665364 0.916107656636034 0.917937680432563 0.91951671441912 0.920720706994266
"" 0.999330824277598 0.999410497525719 0.999492293414437 0.999575775990492 0.999660468000242 0.999745860226627 0.999831424612433 0.999916434263314 0.999997721374798 1.00007046465489 1.00012981352051 1.00017091450539 1.00018891349725 1.00017898628313 1.00013986112763 1.00007777199341 0.999999903145594 0.999913418057577 0.999825454850409 0.999743132228095 0.999673140545932 0.999618917365125 0.999582374012062 0.999565372960958 0.999569729297825 0.999597219402134 0.999649545423098 0.999725431889778 0.999819278169369 0.999925119441876 1.00003694855886 1.000148719718 1.00025437312188 1.00034813035102 1.00042550185132 1.00048236439307 1.00051452579733 1.00051770453872 1.00048753873065 1.00041986389589 1.00031603581451 1.00018292012154 1.000027571966 0.999856975748615 0.999678058785967 0.999497738191932 0.999319599084172 0.999136269449059 0.998938073268994 0.998715185880584 0.998457632796105 0.998155354708233 0.997798729602138 0.997383301643976 0.996908089232441 0.996372006554082 0.995773726246733 0.995111725184638 0.994384517797274 0.993604455365775 0.992813453260301 0.992056963940338 0.99137996045676 0.99082698339649 0.990442399546573 0.990264462736084 0.990281843854004 0.990459512088518 0.990761662874291 0.991151736357044 0.991592711581653 0.992047870365079 0.992484386570971 0.99287406886147 0.993189066508427 0.993402928417811 0.993493701714393 0.993448700760578
"" 0.999233561069565 0.999316495722802 0.99939921624579 0.999481019117374 0.999561148263286 0.999638803353092 0.999713151383569 0.999783275865551 0.999847439994918 0.999903356985217 0.999948732589781 0.999981275028212 0.99999869906467 0.999998745762851 0.999981042672257 0.999949184264675 0.999907269107281 0.999859383956558 0.999809600941852 0.999761983847605 0.999720488341409 0.999688204599241 0.999667806372807 0.999661935297443 0.999673195909367 0.999704160642583 0.999757314541954 0.999831510517383 0.999920331100131 1.00001691526308 1.00011435439018 1.00020569158666 1.00028393660633 1.00034241237085 1.00037602282645 1.00038014098085 1.00035009961772 1.00028118525103 1.00016865176579 1.00000825972932 0.999807446086858 0.999585281131734 0.999361271108428 0.999154831764225 0.998985304624907 0.998872007883093 0.998829031414105 0.998853397269256 0.998938626820393 0.999078135222393 0.999265216293306 0.999493081572268 0.999754502477861 1.00003657472126 1.00032234474403 1.00059455600656 1.00083569637011 1.0010280689292 1.00115401916453 1.00120607820588 1.00119847977925 1.00114811632377 1.00107154764459 1.000985007788 1.00090460095223 1.0008448537237 1.00080642493315 1.00078301669074 1.00076755570032 1.00075213515791 1.00072828823478 1.00068758723846 1.00062016815911 1.00051367606086 1.00035662882717 1.00014011631843 0.999860384817586 0.99952256956366
"" 0.576831417648123 0.559544120105156 0.542719313629303 0.526554642228537 0.511219843984972 0.496858840517015 0.483594956835329 0.471540365118439 0.460823584338798 0.451581700854844 0.443944450926537 0.438037050524054 0.433986821238004 0.431930064569831 0.431522148722918 0.431372680791793 0.429963171848226 0.425797944544947 0.417472820552793 0.40379380943558 0.384048912085148 0.358861703837126 0.329515415373114 0.297389293686983 0.263852869348992 0.230178374820221 0.197475455732208 0.166707866591704 0.138639350131213 0.11371451525376 0.0920981498877685 0.0737380959884607 0.0584298772420929 0.0458704284384823 0.0356965186725652 0.0275479197629844 0.0210907560124399 0.0160250774453693 0.012088486407439 0.00905656354133785 0.00674027170596233 0.00498381580189375 0.00366150541525076 0.00267304091741729 0.00193921977376884 0.00139812768977146 0.00100185116582645 0.000713644768425116 0.000505449909836903 0.000356024303195263 0.000249440034044003 0.000173864230732838 0.000120579829441118 8.31978721130069e-05 5.70952223069433e-05 3.89591093841591e-05 2.64242818683107e-05 1.78088848826235e-05 1.19223024086057e-05 7.92727862438695e-06 5.23714492578808e-06 3.43924830606568e-06 2.24602866018289e-06 1.45923509730296e-06 9.43547702880554e-07 6.07375003973599e-07 3.89008722091471e-07 2.47654137302811e-07 1.5655836966959e-07 9.8174040511657e-08 6.10019289537083e-08 3.75240278961926e-08 2.29609353402472e-08 1.41618752471694e-08 8.92664185500047e-09 5.82982017156643e-09 3.99986735502377e-09 2.92471364645804e-09
"" 0.913337387733881 0.906566224710196 0.898580174555762 0.889280617667241 0.878578796400325 0.866397892284359 0.852675348451826 0.837384617169116 0.820752045983172 0.803157045316337 0.784959994034905 0.766495218501657 0.748069283625654 0.729960617868028 0.712332387494882 0.69514722420644 0.678347253594157 0.661878588472181 0.645691039410556 0.629738380569588 0.613957048673438 0.598126283708419 0.581974786584995 0.565262282337009 0.547781581528686 0.529361665957374 0.509870904972519 0.489180170378789 0.467156957593046 0.443733170601757 0.418913687971511 0.392778714331979 0.365484078772199 0.337284769236022 0.308611297794155 0.279926834013482 0.251665980041365 0.22422276373977 0.197941364943644 0.173111668758476 0.150003954828509 0.128837303421359 0.109729569370205 0.0927102656262875 0.077737639580573 0.0647158397470821 0.0535115954035841 0.0439687876928268 0.035917406423102 0.0291831608895569 0.0235954121555789 0.0189928592896615 0.0152270661531039 0.0121631272859468 0.00968229023500655 0.00768267611711334 0.00607775317525704 0.00479470100034941 0.00377275731768179 0.00296116517050102 0.00231771503000725 0.00180849684178253 0.00140636397170568 0.0010895747592667 0.000840717912684958 0.000645930091981837 0.000494509176025642 0.000377672452767907 0.00028807189229033 0.000219692649257533 0.000167702682221669 0.000128286625160722 9.8700653412407e-05 7.69283541505472e-05 6.11936428553207e-05 5.00493673783087e-05 4.24072528369656e-05 3.75207459710182e-05
"" 0.999901347462154 0.997294063465334 0.994309636766951 0.990851456839457 0.986824295077686 0.982135025336955 0.976693523993746 0.970416785955224 0.963264620302788 0.955226573565956 0.946295987473064 0.936469412823975 0.92574672642469 0.914131579039481 0.901655093116596 0.888400172557881 0.874455137626931 0.859906375685175 0.844837817893001 0.829330711714981 0.813462280668149 0.797296815722127 0.780891335746638 0.764299932962235 0.747573525281065 0.730759922697168 0.713903152467781 0.696994421758776 0.679956080852491 0.66271436366273 0.645205269980738 0.627374823642954 0.609179644015837 0.590569403169457 0.571420259171231 0.551608132267426 0.531039335915128 0.509652005289291 0.487417709835522 0.464342346888146 0.440454551532152 0.415808454239285 0.390496677478008 0.364648672759026 0.338427611686658 0.312026227361089 0.285683616779842 0.259713057740333 0.234414099389395 0.210049346827235 0.18684063846196 0.164967117242092 0.144568101077851 0.125774448623901 0.108677007515065 0.0933016976174599 0.0796210506120123 0.0675664704377537 0.0570397124013265 0.0479197433719988 0.0400706493145736 0.0333570381774215 0.0276484303201641 0.0228216077384642 0.018762245072515 0.0153678485190851 0.012557284382925 0.0102542035376809 0.00838298177397552 0.00687303202989421 0.00566124729669428 0.00469308812642006 0.00392559496836139 0.00332562570678331 0.00286428695818034 0.00251763068729874 0.0022671773190469 0.00210016163928894
"" 1.00490566407531 1.003910362784 1.00293992695133 1.00196569898743 1.0009588601005 0.999890499453314 0.998731723535238 0.997452315923474 0.996003840347046 0.994325761567502 0.992357870337441 0.990040630463801 0.98731538325064 0.984124659604473 0.980414524401271 0.976136958128532 0.971246178373327 0.965698288813744 0.959451607739811 0.952467123613563 0.944712472383614 0.936184812217023 0.926895843219908 0.916859315110698 0.906090839508246 0.89460790616825 0.882430269378497 0.869591970286136 0.85614564079889 0.8421450850541 0.827643488337678 0.812693216850231 0.797345782432186 0.781647448439373 0.765622207579014 0.749288155147257 0.732664207771602 0.715769991825439 0.698625968654353 0.681251636935128 0.663620735690771 0.645667462321641 0.627335614266191 0.608580898738721 0.589371322496579 0.56968774533912 0.549504837739567 0.5287524622878 0.507374465547688 0.485342919697559 0.462658652950694 0.439351644721229 0.415481583461576 0.391142755153953 0.366457603707458 0.34156821753249 0.316632737461552 0.291821595149403 0.267313501901011 0.243307569918425 0.220027291508396 0.19767260502189 0.176411477041743 0.156378693708248 0.137675891155939 0.120392836314484 0.104716055736737 0.0907764496527476 0.0785882440448744 0.0680834359870562 0.0591423465457669 0.0516183564558423 0.0453605383935399 0.0402254942743815 0.0360791945949924 0.0328042986720181 0.0303057886481299 0.028515476353786
"" 1.00225438142063 1.00193028353862 1.00164458362593 1.00139494812117 1.00117892368649 1.00099396966843 1.00083750757941 1.00070644257112 1.00059096323063 1.00047666512053 1.00034900631133 1.00019336935261 0.999995073848808 0.99973938554334 0.999404491556285 0.998953491632028 0.998347562273956 0.997547893025167 0.996515760572812 0.995212674805977 0.993600609404776 0.99164229357147 0.989301139710135 0.986541188803009 0.98332720584358 0.979624864327394 0.975401025530241 0.97062448233988 0.96526631298724 0.959299333395994 0.952698158658614 0.945439415953677 0.937502054012841 0.928869078033279 0.919533030602184 0.909491127365034 0.898743091596798 0.887291185540469 0.875140345320016 0.862299216796853 0.848797845779163 0.834685992839126 0.820014221779105 0.80483277207026 0.78919143640261 0.773139597826065 0.756722873685036 0.739975623393364 0.722930201471493 0.705618949967675 0.688074073679967 0.670327743360807 0.652407587897076 0.634282642712884 0.615889319640938 0.5971750275749 0.578099185885234 0.558633666196095 0.538763363365177 0.518475400337695 0.497748300621274 0.476575953085029 0.454970758303791 0.432963563544216 0.410603669770664 0.387993893034906 0.365505671269192 0.343567820682474 0.322523731525014 0.30263699289127 0.28410104391516 0.2670509699787 0.251590761135775 0.237806547404779 0.225753450745793 0.215467764526595 0.206981774822232 0.200339228511565
"" 1.00079528956905 1.00065626166669 1.00053088835694 1.00042093166774 1.000328074841 1.00025394382044 1.00020013769815 1.00016801656913 1.00015584852368 1.00015979293164 1.00017595796673 1.00020042947596 1.00022927531126 1.0002585661445 1.00028448669292 1.00030338909912 1.0003115612161 1.00030517757575 1.00028030775715 1.00023295737423 1.00015837555463 1.00004601225656 0.999882624737831 0.999654912103747 0.999349502503777 0.998952966270658 0.998451726696118 0.997825098293831 0.997042090437666 0.996070958988748 0.994880029668653 0.993437771427837 0.991712933565687 0.989671851165239 0.987267265636784 0.98444837639347 0.981165367507101 0.977369598017967 0.973013878797722 0.968053362571871 0.962457483386448 0.956209746499601 0.949295961952366 0.941703833445518 0.9334231795703 0.924446250340177 0.91477945467248 0.904467967121168 0.893564457775565 0.882120982871368 0.870188695498426 0.857817756052882 0.845059320847466 0.831987476585089 0.818689578643853 0.805248666395279 0.791742847184694 0.778245354569554 0.764824956935352 0.751555770741576 0.738526991371691 0.725823644843998 0.713523890808918 0.701699612383763 0.69041749273657 0.679741511418367 0.669740651201513 0.660483506611461 0.65203423542282 0.644453350168727 0.637799390215298 0.632130303270586 0.627450253223421 0.623684888025688 0.620759173882128 0.618605004568321 0.617164361765622 0.616394865098966
"" 1.00098031795141 1.00088687940849 1.00079309433859 1.00069948813899 1.00060653257248 1.00051465823834 1.00042427263667 1.00033577004418 1.00024939141565 1.00016525896868 1.00008347047489 1.00000409791943 0.999927196144275 0.999852830181653 0.999782213747674 0.99971895750121 0.999666965119743 0.999630108699276 0.999612225362883 0.999617132266151 0.99964806155028 0.999703687380245 0.999780529043655 0.999875015702483 0.999983481717031 1.00010217396877 1.00022725557391 1.00035351155085 1.00047373506592 1.00058050761814 1.0006663345635 1.00072365869723 1.00074490661706 1.00072092297102 1.00063452515636 1.00046603480823 1.00019572128108 0.999803790821772 0.999270421176235 0.998575704851505 0.997696722154573 0.996607510182705 0.99528203140994 0.993694346506221 0.991818729165075 0.989629860657091 0.987109446795065 0.98426042977339 0.981090108809092 0.977605781517285 0.973814713345691 0.96972423477558 0.965344267721672 0.96071446663007 0.955894074836332 0.950941306860934 0.94591276835386 0.940863540682264 0.935847604871218 0.930935136447384 0.92623144900511 0.921844047959722 0.91787781833548 0.914435580548811 0.911619172911593 0.909519248849248 0.908136103413717 0.907427820639879 0.907352168956198 0.907866258757721 0.908926815306051 0.910490566565827 0.912476576294318 0.914746990380804 0.917160356098638 0.919577243625039 0.921862919519409 0.923891768231683
"" 1.00132412283877 1.00122098269516 1.00112093184359 1.00102377191609 1.00092925378373 1.00083708688313 1.00074695189341 1.00065850101933 1.00057118942599 1.00048432743784 1.00039720364177 1.00030909054675 1.00021925516076 1.00012698325157 1.00003266633769 0.99993900400222 0.999848995613353 0.999765629007795 0.999691871551279 0.999630673545111 0.999584568419281 0.999552912406736 0.99953356611383 0.999524338336188 0.999522990848416 0.99952725142852 0.99953488261298 0.999545660722564 0.999562238546764 0.999587445162551 0.9996240389921 0.999674711156913 0.999742113737561 0.999827984301717 0.999929505969797 1.00004239833414 1.00016227521097 1.00028463140095 1.00040486748416 1.000518249998 1.00061772393478 1.00069388926055 1.00073718922417 1.00073798005948 1.00068654444392 1.00057315207956 1.00039032054515 1.00013765714351 0.999816105410602 0.999426433494242 0.998969215118534 0.998444879887174 0.997854264625915 0.997203806865468 0.996503678544234 0.995763888773638 0.994994186073127 0.994204149421973 0.99340342223007 0.992607641718175 0.991844828827434 0.991144133496653 0.990534036378388 0.990042437754706 0.989697011736368 0.989521618627093 0.989507972742998 0.989632188159453 0.9898694853095 0.990194191488588 0.99058020083191 0.991002033776363 0.991438544479381 0.991873649973112 0.992292293102888 0.992681178788164 0.993031117757018 0.993340632770454
"" 1.00199440898089 1.00185197062004 1.00171167792163 1.00157389999126 1.00143894307107 1.00130705722193 1.00117844567107 1.00105324909595 1.00093123687103 1.00081191275014 1.00069474510085 1.00057917966944 1.00046465328226 1.00035061914028 1.00023762774995 1.00012853077288 1.00002649706116 0.999934710291882 0.999856363750588 0.999794664218917 0.999752526767779 0.999730455766236 0.999727815619563 0.999743927636506 0.999778069274976 0.999829481248744 0.999897362017237 0.999979583731702 1.00007206856734 1.0001705255792 1.00027058372611 1.00036779548834 1.00045766195981 1.00053613051609 1.00060140803674 1.00065237764792 1.00068787435347 1.00070667760292 1.00070753063172 1.00068933523495 1.00065447512496 1.00060876035454 1.00055806174122 1.00050811715811 1.00046452718738 1.00043279031977 1.00041620574155 1.00041105224496 1.00041214647447 1.00041422146745 1.00041193010198 1.000399896165 1.00037320067465 1.00033201800667 1.00027990462449 1.0002202863389 1.00015636050964 1.00009116401573 1.00002774636918 0.999970868320033 0.999928606544714 0.999909198473245 0.999920487913339 0.999969977322374 1.0000650591337 1.0002103941719 1.00038732953327 1.00056552693766 1.00071358758562 1.00079925030414 1.0007900261401 1.00065469154149 1.00038301089314 0.999994662774396 0.999513644370066 0.998966802523273 0.998385362748655 0.997807232770982
"" 0.578371828387431 0.560471256862804 0.543365433836743 0.52718670620112 0.512042546565401 0.498019284924693 0.485188439022531 0.473615347233107 0.463369992303116 0.454526355921737 0.447156774142354 0.441331738153639 0.437123571618162 0.434610859117268 0.433436116968501 0.43230145298595 0.429802944496556 0.424571337194488 0.415336632432926 0.401035182553536 0.381051800794653 0.355982437675785 0.327019060871 0.29544173084354 0.262524880573727 0.229459630099627 0.197295059574522 0.166952722988365 0.13917374471449 0.114404318433781 0.0928274296049979 0.0744179665937057 0.0590010453560359 0.0463039200338843 0.0359968580410334 0.0277387557533259 0.0212014800159015 0.0160832807000383 0.012116493693762 0.00907046080594448 0.00674927317509899 0.00499175425584876 0.00366945303530179 0.00268087105862741 0.00194644731292787 0.00140431164969714 0.00100677924782162 0.000717382006999962 0.000508187153570677 0.000357975543051712 0.00025079817635566 0.000174787867944597 0.000121193828504382 8.35984963831634e-05 5.73535913313373e-05 3.91248492005073e-05 2.65304032065822e-05 1.78766857475443e-05 1.19654235361301e-05 7.95458030822179e-06 5.25442748709724e-06 3.45023139779849e-06 2.25302449550179e-06 1.46365853383742e-06 9.46279115397252e-07 6.0899498876887e-07 3.89938606006863e-07 2.48183712392502e-07 1.56866433774759e-07 9.83619766023508e-08 6.112442282547e-08 3.76104700937378e-08 2.30251293513313e-08 1.42080704185247e-08 8.95642665903621e-09 5.8451291959811e-09 4.0037623475011e-09 2.92149268807632e-09
"" 0.909266021420229 0.90139498996116 0.892512210528377 0.882549257048449 0.871444160177661 0.859143048980447 0.845602141236195 0.830804765121388 0.814928055326347 0.798266745470725 0.781101178175582 0.763691863689238 0.74627825103778 0.729078591925532 0.712214152771477 0.695634326450701 0.679272571614729 0.663067476929772 0.646962476478563 0.630906219055545 0.614835666433976 0.598563467837298 0.581864631665328 0.564542787815791 0.546432208079596 0.527400684245578 0.507352286502115 0.486188313009672 0.463800095454616 0.440137933536701 0.415218725578138 0.389127501225063 0.362017307316627 0.334126731351806 0.305837457385828 0.277562504825052 0.24969697768577 0.222606544903085 0.196617920782251 0.172014100876317 0.14907872993732 0.128053508559533 0.109071164335166 0.0921693489177488 0.0773096548468451 0.0643965810089204 0.053293687798045 0.0438371806353093 0.0358530170607387 0.029166487983526 0.0236087508832432 0.0190214980219038 0.0152598689605585 0.0121935288034867 0.00970751287262633 0.00770211732768537 0.00609191241710122 0.00480453093177723 0.00377930714482343 0.00296531770900168 0.00232003787717915 0.00180936986995104 0.00140606775461079 0.00108833719223995 0.000838738943647213 0.000643417431539067 0.000491797731310655 0.00037512571909561 0.000285972813908747 0.000218213779277857 0.000166916629521511 0.000128189304266311 9.91311377753794e-05 7.7565399745447e-05 6.17071309075513e-05 5.01558044862716e-05 4.18655824853073e-05 3.60990368446038e-05
"" 1.00065017949652 0.99762903449368 0.994234928063668 0.990377655579489 0.985968325372756 0.980920005015261 0.975148551729323 0.968577174481009 0.961177884515068 0.95295616580741 0.943920659583935 0.934082405958606 0.923454874432997 0.912054280809401 0.89991516115068 0.887105970402875 0.873698183841415 0.85976126200103 0.84536228601008 0.830565951323998 0.815431930493814 0.79999622093965 0.784284550805032 0.76832257296844 0.752135649361784 0.735748886469796 0.719186608445408 0.702433017085496 0.685418810109872 0.668079218994836 0.650358960937791 0.632212835722845 0.613606675321886 0.594501631179076 0.574793089068122 0.554377945198897 0.533182521698089 0.511163709390652 0.488310390579769 0.464644582202405 0.440217139859744 0.415108228287098 0.389430962012896 0.363328759973723 0.336971892249624 0.310553294368447 0.284300576650701 0.258496504442893 0.233410390905443 0.209279407336004 0.186304987418387 0.164650840557147 0.144445418142376 0.125811798986881 0.108836800276164 0.0935462957931569 0.0799156857183771 0.0678811305625814 0.0573501421032356 0.0482081843602959 0.0403260241492569 0.0335735298492555 0.0278241061273217 0.0229573050748603 0.0188606985009949 0.0154333632609493 0.0125971234779158 0.0102771188319344 0.00839727062610979 0.00688563488945231 0.00567752303428814 0.004716911967836 0.0039570274741133 0.00335956470825744 0.00289323416281662 0.00253314651856407 0.00226020998769027 0.00206060903719861
