"grad.lhs_f.1" "grad.lhs_f.2" "grad.lhs_f.3" "grad.lhs_f.4" "grad.lhs_f.5" "grad.lhs_f.6" "grad.lhs_f.7" "grad.lhs_f.8" "grad.lhs_f.9" "grad.lhs_f.10" "grad.lhs_f.11" "grad.lhs_f.12" "grad.lhs_f.13" "grad.lhs_f.14" "grad.lhs_f.15" "grad.lhs_f.16" "grad.lhs_f.17" "grad.lhs_f.18" "grad.lhs_f.19" "grad.lhs_f.20" "grad.lhs_f.21" "grad.lhs_f.22" "grad.lhs_f.23" "grad.lhs_f.24" "grad.lhs_f.25" "grad.lhs_f.26" "grad.lhs_f.27" "grad.lhs_f.28" "grad.lhs_f.29" "grad.lhs_f.30" "grad.lhs_f.31" "grad.lhs_f.32" "grad.lhs_f.33" "grad.lhs_f.34" "grad.lhs_f.35" "grad.lhs_f.36" "grad.lhs_f.37" "grad.lhs_f.38" "grad.lhs_f.39" "grad.lhs_f.40" "grad.lhs_f.41" "grad.lhs_f.42" "grad.lhs_f.43" "grad.lhs_f.44" "grad.lhs_f.45" "grad.lhs_f.46" "grad.lhs_f.47" "grad.lhs_f.48" "grad.lhs_f.49" "grad.lhs_f.50" "grad.lhs_f.51" "grad.lhs_f.52" "grad.lhs_f.53" "grad.lhs_f.54" "grad.lhs_f.55" "grad.lhs_f.56" "grad.lhs_f.57" "grad.lhs_f.58" "grad.lhs_f.59" "grad.lhs_f.60" "grad.lhs_f.61" "grad.lhs_f.62" "grad.lhs_f.63" "grad.lhs_f.64" "grad.lhs_f.65" "grad.lhs_f.66" "grad.lhs_f.67" "grad.lhs_f.68" "grad.lhs_f.69" "grad.lhs_f.70" "grad.lhs_f.71" "grad.lhs_f.72" "grad.lhs_f.73" "grad.lhs_f.74" "grad.lhs_f.75" "grad.lhs_f.76" "grad.lhs_f.77" "grad.lhs_f.78"
"" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.0960738228882e-14 -4.04821184086538e-14 -1.10148102349872e-13 -2.3605528190791e-13 -4.26175643199634e-13 -6.91181210439576e-13 -1.04606631712424e-12 -1.51553230402969e-12 -2.15453776947358e-12 -3.07833880171775e-12 -4.52357772692091e-12 -6.98944327747383e-12 -1.14501818344003e-11 -1.96689669952686e-11 -3.49795486637933e-11 -6.3579194421932e-11 -1.16585886737598e-10 -2.12882958882602e-10 -3.82814785529114e-10 -6.77149192380618e-10 -1.18046212263509e-09 -2.03195991684469e-09 -3.46015717280563e-09 -5.84003182302673e-09 -9.7874870689773e-09 -1.62987629531244e-08 -2.69556499804064e-08 -4.42505221162044e-08 -7.20645123419212e-08 -1.16364164750633e-07 -1.86196411328941e-07 -2.95090964022871e-07 -4.63036095265781e-07 -7.19123643396652e-07 -1.10504148243907e-06 -1.67956809285728e-06 -2.52417695207413e-06 -3.74979522400393e-06 -5.5048666327267e-06 -7.9843556234338e-06 -1.14390654242304e-05 -1.61846655457552e-05 -2.26092137630501e-05 -3.11775955443289e-05 -4.24262250024405e-05 -5.69396781138055e-05 -7.53225002627671e-05 -9.81529808719596e-05 -0.000125918900025182 -0.000158937476531865 -0.00019727396341204 -0.000240738683943231 -0.000288838855960439 -0.000340720902538667 -0.000395160501676862 -0.000450584575429209 -0.000505137037618322 -0.000557265999816123 -0.000606318123318481 -0.000652129184970643 -0.000694980130343498 -0.000735576045045777 -0.000775015175291085
"" -0.0475292095129072 -0.0579899157039298 -0.0709428904151639 -0.0869264952625153 -0.10655645524221 -0.130514055996097 -0.15951791291628 -0.194256542920973 -0.235095727478371 -0.281862230409542 -0.333736310428809 -0.389093928870177 -0.445435510286819 -0.499468195535125 -0.547944582586952 -0.588874885960251 -0.620896063009612 -0.643189278968398 -0.655467177268213 -0.657908535020054 -0.651051963348416 -0.635685102625577 -0.612848505535811 -0.583778671713146 -0.54981713342236 -0.512327871647015 -0.472625989578274 -0.431810689695053 -0.390726433344635 -0.350141480391156 -0.310751159537691 -0.273171133585904 -0.237935512512602 -0.205452507613094 -0.175831829472237 -0.149062601094031 -0.125092789715556 -0.103835544536269 -0.0851754107033614 -0.0689736690166248 -0.0550628720975982 -0.0432555708191873 -0.0333597077274661 -0.0251799133368338 -0.01851822125715 -0.0131747687257472 -0.00896023872531543 -0.00572299212276972 -0.00331899575048145 -0.00160401372557545 -0.000433548808660145 0.000337142169107574 0.000847899661184093 0.00117393426952633 0.00134584040659996 0.0013934897434989 0.00134699673706773 0.00123674753124164 0.00109333961450381 0.000939891966327822 0.000782953020602439 0.000626760995824094 0.000475429160042284 0.000332992495732931 0.0002034618554142 9.0077884081774e-05 -1.01787119347052e-05 -0.000103367854183134 -0.000195799590569923 -0.000294145105275423 -0.000405518204944222 -0.000537362955586873 -0.000689800173028499 -0.000851535328159903 -0.00100999845221272 -0.00115213872987741 -0.00126433054631087 -0.00133229642039073
"" -0.00429342382842891 -0.0054169689711149 -0.0068949722208681 -0.00885026036644895 -0.0114509434655054 -0.0149276014914368 -0.0195969135668826 -0.025889078149712 -0.0343101465860886 -0.0453995820189639 -0.0596940906688849 -0.0776217127034073 -0.0993405657319007 -0.124532953436187 -0.152464989304223 -0.182463544432979 -0.213752126830906 -0.245462885330939 -0.276708596815553 -0.306657304238229 -0.334576604934712 -0.359696878923849 -0.381291578492993 -0.398791325280705 -0.411816381516402 -0.420195849009937 -0.423971592746815 -0.423279481725971 -0.418259280891568 -0.409173367493045 -0.396403128638391 -0.380429335294571 -0.361809801649694 -0.341141894284342 -0.318977808425193 -0.295838270494103 -0.272215043727831 -0.248558276682171 -0.225267531161289 -0.202685322669208 -0.181075629354323 -0.160632109785166 -0.141503409033287 -0.123795912576967 -0.10757651748785 -0.0928761494109542 -0.0796894781074636 -0.0679707641842245 -0.0576504144331902 -0.0486410728821238 -0.0408405418052915 -0.0341345005212726 -0.0284009113600689 -0.0235357338933229 -0.0194482884323924 -0.0160456687943036 -0.0132330518663346 -0.0109141926757342 -0.00899185453455603 -0.00738579517165466 -0.00605374912403006 -0.00495805625399609 -0.00406079696160078 -0.0033239205092403 -0.00270932500355647 -0.0021812073017119 -0.00172192803598314 -0.00132246786698154 -0.000973946474473464 -0.000667554152508909 -0.000394487323920611 -0.000145738320503075 9.31034532350439e-05 0.000344254212344963 0.000630549594769214 0.000974686402777925 0.00139912839920653 0.0019260656261974
"" -0.000289463872393783 -0.000372846113196269 -0.000485847364017375 -0.000640837144563854 -0.000856075044052451 -0.00115884779393956 -0.00159044886107887 -0.00221359020318949 -0.0031146739267969 -0.00440691773402095 -0.00623608739204073 -0.00877788033840532 -0.0122239131098538 -0.0167501908107693 -0.0225055006521894 -0.0296646450110342 -0.0383986020484693 -0.0488607014700672 -0.0611803929412725 -0.0754591023117541 -0.0917641929892025 -0.110088998431332 -0.130344334587115 -0.152365037218006 -0.175909817756127 -0.200665538350235 -0.226255763066647 -0.2522357471815 -0.278089748846875 -0.303265253522426 -0.32719624923796 -0.349327032807251 -0.369136952720696 -0.386166116918571 -0.400040979427369 -0.410481913647316 -0.417310039170218 -0.420452029638214 -0.41994047461018 -0.415908312406656 -0.408540134104152 -0.398058359238561 -0.384751969656298 -0.368967440971214 -0.351096807173362 -0.331565187248602 -0.310805222626299 -0.289212525083196 -0.267164253105215 -0.245019099434058 -0.223111017131701 -0.201744564087045 -0.18118908325826 -0.161645624240505 -0.143258041593254 -0.12613727397194 -0.110363447828019 -0.0959881172604572 -0.0830368229494224 -0.071497014229848 -0.0613045846732745 -0.0523759591737072 -0.0446148069425345 -0.0379142441209465 -0.0321587922126046 -0.027230279337157 -0.0230385565741539 -0.0195059198219197 -0.0165523255967237 -0.0140957523192509 -0.0120526345954242 -0.0103382244499364 -0.00886459124574829 -0.0075395676768647 -0.00627000269251748 -0.00496206422123585 -0.00352113444047203 -0.00185157026866195
"" -1.11913011890906e-05 -1.47284914788045e-05 -1.96258495975428e-05 -2.65135854017305e-05 -3.63624198425775e-05 -5.0693505223831e-05 -7.19338812916934e-05 -0.00010399735706374 -0.00015274128858659 -0.000226635715612912 -0.000337837040942987 -0.000503108475754462 -0.000744320274067865 -0.0010878673357931 -0.00156491742669532 -0.00221614882556156 -0.00309179477684364 -0.00425246259750801 -0.00577037992288587 -0.00773074113466086 -0.0102327987591331 -0.0133871350042369 -0.0173140005218024 -0.0221420944988161 -0.0280055882277138 -0.0350402235160781 -0.0433784842327883 -0.0531406267476092 -0.0644230585725812 -0.077291493882862 -0.0917719044151212 -0.10784152710995 -0.125420877618534 -0.144371504938336 -0.164512966444386 -0.185619386130631 -0.207419079453032 -0.22960115383478 -0.251824454580582 -0.273728024122468 -0.29492969342433 -0.315032366971322 -0.33364635291572 -0.350402619871185 -0.364965202752172 -0.377042774073449 -0.38640072129184 -0.392873328201847 -0.3963637971642 -0.396844881689715 -0.394358394071077 -0.38901260433159 -0.380976433665511 -0.370457155052686 -0.357697079728075 -0.342976788633058 -0.326607010808904 -0.30892018265648 -0.29026217281287 -0.270977726984496 -0.251392784111534 -0.231817770089627 -0.212544020298231 -0.193839920591715 -0.175948386523337 -0.159079287324062 -0.143366645991994 -0.128896253746071 -0.115730019105182 -0.103907572552473 -0.0934480762197811 -0.0843512973351351 -0.0765498702458633 -0.0698848550203793 -0.0641757580818012 -0.0592300183356858 -0.0548457388167969 -0.0508134336343841
"" -1.95744960526244e-07 -2.56827179669686e-07 -3.42965009588706e-07 -4.66899096158149e-07 -6.49030715979043e-07 -9.2275510264993e-07 -1.34401824563521e-06 -2.00814347008544e-06 -3.06847049848734e-06 -4.76599648241396e-06 -7.4787558782246e-06 -1.17838464970981e-05 -1.85295406600905e-05 -2.89004064340917e-05 -4.4522913211692e-05 -6.77421297533814e-05 -0.000101837605682822 -0.000151322928265557 -0.000222338850568908 -0.00032314651436683 -0.000464728694741796 -0.000661432300391775 -0.000931743556149709 -0.00129919404234888 -0.00179334685577016 -0.0024508680893446 -0.00331666840556677 -0.0044447484675897 -0.00589856110998687 -0.00775150877430469 -0.0100868514043833 -0.012996988539579 -0.0165820036016737 -0.0209476587188606 -0.0262039568417328 -0.03246151570332 -0.0398270173698547 -0.0483981831453748 -0.0582581246565489 -0.0694693309417029 -0.0820686599908342 -0.0960624291058011 -0.111420768841657 -0.12807342540106 -0.145906873772713 -0.164763075325313 -0.184441760131582 -0.204707834865214 -0.225293677194538 -0.245904629158366 -0.266226879103392 -0.285936691071162 -0.304710187552468 -0.322227259378801 -0.338179955985747 -0.352284423196738 -0.364289032023828 -0.373981505358328 -0.381194948312928 -0.385821953014741 -0.387835255687457 -0.38727905725613 -0.384266740295408 -0.378978535044486 -0.371657151651404 -0.362602018997961 -0.352165033161453 -0.340739994660734 -0.328750150496579 -0.316636713416822 -0.304847327661261 -0.293822982425146 -0.283887150823303 -0.275167581323179 -0.267718446858398 -0.261540407276436 -0.256590255389193 -0.252790227752089
"" -2.06015643353335e-09 -2.55382878067837e-09 -3.32483604317294e-09 -4.52814762898246e-09 -6.42262961929664e-09 -9.44211732076562e-09 -1.43155715286458e-08 -2.22670876818146e-08 -3.53312946368033e-08 -5.68468712743904e-08 -9.22016579791783e-08 -1.49880396653362e-07 -2.42824046889686e-07 -3.89983441836234e-07 -6.1891108149256e-07 -9.71655430634061e-07 -1.5114360984205e-06 -2.33310442025532e-06 -3.57932651389085e-06 -5.46551132618101e-06 -8.31712191703918e-06 -1.26122862547595e-05 -1.90450291178681e-05 -2.86162168196525e-05 -4.27514427913459e-05 -6.34530728109018e-05 -9.34900398209176e-05 -0.000136656040224386 -0.000198119150138535 -0.000284807592773999 -0.000405878182375046 -0.000573255835090827 -0.000802227546785392 -0.00111210592274599 -0.00152715047302882 -0.00207739622223564 -0.0027994617515821 -0.00373735736286792 -0.00494320469567568 -0.00647779962498176 -0.00841075298921678 -0.0108201978682736 -0.0137921851778614 -0.0174194121481344 -0.0217992676065197 -0.0270311508778221 -0.0332134362087389 -0.0404407706873818 -0.0487994931857681 -0.0583628221749284 -0.0691859843596639 -0.0813013757703239 -0.0947142981103997 -0.109402568526277 -0.125315107897156 -0.142369557936393 -0.16045268129019 -0.179422329959543 -0.199110987724441 -0.21932402178551 -0.239834156448823 -0.260397282183312 -0.280762298972874 -0.300680188223313 -0.319913453609722 -0.338243217980106 -0.355461072093035 -0.371380615618091 -0.385849585217503 -0.398753105852688 -0.410014691552874 -0.41959654577028 -0.427576817967078 -0.434181829721004 -0.43966478076663 -0.444287493341631 -0.448314520907458 -0.452009763906201
"" -4.04069664594524e-12 -3.20999101126272e-12 -3.72149297358966e-12 -5.53391977713077e-12 -9.00111467561887e-12 -1.50328856615939e-11 -2.5519715154239e-11 -4.42816822960991e-11 -7.87486727392423e-11 -1.42969777859996e-10 -2.63227609560491e-10 -4.873641635673e-10 -8.98729468813855e-10 -1.63333353387704e-09 -2.9060326196116e-09 -5.07371482649984e-09 -8.71563537343817e-09 -1.47603349193285e-08 -2.46849008149825e-08 -4.08250998237403e-08 -6.68553691715107e-08 -1.08485672585835e-07 -1.74521724039277e-07 -2.78484841292297e-07 -4.41058093199195e-07 -6.93813838298395e-07 -1.084927186893e-06 -1.68731324356068e-06 -2.60980852078724e-06 -4.01409689787014e-06 -6.13860484641272e-06 -9.33209190451093e-06 -1.41003549631593e-05 -2.11700771367774e-05 -3.15736679667286e-05 -4.67621995245836e-05 -6.8751899709087e-05 -0.000100309508148169 -0.000145181009075022 -0.00020836647726627 -0.000296476507656972 -0.000418166350951381 -0.000584601127637815 -0.000809987368563356 -0.00111214697290157 -0.00151310927038951 -0.00203971901054631 -0.00272429409593578 -0.00360510804847832 -0.00472673015788373 -0.00614015766067457 -0.00790265283072051 -0.0100772025823674 -0.012731418397115 -0.0159359774349441 -0.0197625887417044 -0.0242813598525822 -0.0295576530182744 -0.0356485226708607 -0.0425976328461753 -0.0504284203260081 -0.0591404505525956 -0.0687052312272357 -0.079062485037278 -0.0901175046381616 -0.101740062369247 -0.113765833867054 -0.125998605342403 -0.138214055003121 -0.150165635375982 -0.161592075260358 -0.172227623722449 -0.181888445592623 -0.190538420008173 -0.198201479816052 -0.204948378138011 -0.210890484796768 -0.216173291466104
"" -9.83061472053132e-15 -2.16816702419176e-14 -4.15930428551273e-14 -7.16870219566221e-14 -1.14638216529137e-13 -1.75600175471992e-13 -2.65866721302444e-13 -4.09494751112467e-13 -6.44203479846692e-13 -1.02261100393245e-12 -1.61930016414029e-12 -2.53391990412954e-12 -3.89704945512796e-12 -5.89747690693396e-12 -8.8734500864013e-12 -1.34732465547638e-11 -2.08799195666165e-11 -3.32103911129934e-11 -5.42205345373437e-11 -9.0584894630454e-11 -1.54248978721927e-10 -2.66430885646333e-10 -4.64547871662577e-10 -8.14095576346813e-10 -1.42834154072124e-09 -2.50007108215552e-09 -4.35077489793411e-09 -7.51222205688049e-09 -1.28642911484868e-08 -2.18381364829564e-08 -3.67288757573605e-08 -6.11650949860644e-08 -1.00800819322757e-07 -1.64343233845297e-07 -2.65208488679677e-07 -4.2393032050171e-07 -6.71728014264222e-07 -1.05584795259564e-06 -1.64752380145302e-06 -2.55377949033739e-06 -3.93280778150517e-06 -6.01431554066607e-06 -9.12895087828062e-06 -1.37465916832723e-05 -2.05257228915087e-05 -3.0375443128415e-05 -4.45339779478726e-05 -6.46739697921006e-05 -9.30212470502224e-05 -0.000132493822887231 -0.000186860241236353 -0.000260911841209019 -0.000360640234218392 -0.000493394349077388 -0.000668007966693993 -0.000894879655666928 -0.00118596364022433 -0.00155464143884114 -0.00201543974774355 -0.00258348236457686 -0.00327359054906447 -0.00409931717776193 -0.00507170249835461 -0.00619782434568183 -0.00747923860788073 -0.00891044174112981 -0.0104775738142735 -0.0121573429704377 -0.013916438782998 -0.0157116679664677 -0.0174909219924549 -0.0191952955973105 -0.0207753033337048 -0.0222057997777444 -0.0234735849907939 -0.0245760393015781 -0.0255203980894063 -0.0263225359732883
"" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.10140321878321e-14 -4.0631703905537e-14 -1.10416450983782e-13 -2.36350583566751e-13 -4.2628394730984e-13 -6.90839167331207e-13 -1.04499744553792e-12 -1.51346118578604e-12 -2.15118951881817e-12 -3.07340720678558e-12 -4.51666935655193e-12 -6.98002146594069e-12 -1.14377118672645e-11 -1.96536052071407e-11 -3.49636431221187e-11 -6.35702189860523e-11 -1.16600834937506e-10 -2.1295147716405e-10 -3.82974124621261e-10 -6.77438287474338e-10 -1.18091280027061e-09 -2.03258633990547e-09 -3.46096418046419e-09 -5.84109861464289e-09 -9.78926289592328e-09 -1.63025889466856e-08 -2.6964499910842e-08 -4.42702996765808e-08 -7.21059447898327e-08 -1.1644515687443e-07 -1.86344182141283e-07 -2.95343357491766e-07 -4.63444410096622e-07 -7.19753991777031e-07 -1.10597237227498e-06 -1.68088078754751e-06 -2.52593274575395e-06 -3.75199306507638e-06 -5.5073976119559e-06 -7.986963883949e-06 -1.14413173205583e-05 -1.61859587783096e-05 -2.2608871219728e-05 -3.11751132065672e-05 -4.24215332101717e-05 -5.69329898124091e-05 -7.53141192218729e-05 -9.81428386530841e-05 -0.000125905629575194 -0.000158916899901488 -0.000197237306178877 -0.000240673378039681 -0.000288730103608876 -0.000340553029764797 -0.000394918807731411 -0.000450257605852565 -0.000504719165653495 -0.000556757751329298 -0.000605723721532355 -0.000651455874445437 -0.000694237347667423 -0.000734774294224286 -0.000774164737291374
"" -0.0472408278676729 -0.0577198253809225 -0.0707153997497958 -0.0867703733983493 -0.106502207874367 -0.130588398099932 -0.159734340105809 -0.194602416248971 -0.235534632706682 -0.282343420281366 -0.334200628638421 -0.389484263731243 -0.445711108726376 -0.499620326593897 -0.548000235873632 -0.588881174536997 -0.620915188550978 -0.643293828283497 -0.65573471469945 -0.658417054744202 -0.651876056957443 -0.636883468567829 -0.61445730428059 -0.585811387713733 -0.552266523010333 -0.515170229804328 -0.475827513050536 -0.435333807186191 -0.394531125712459 -0.35418366849186 -0.314980641688933 -0.277529891969157 -0.242356667824521 -0.209861087639191 -0.180151034508654 -0.153215706822209 -0.129003144844257 -0.107426653038302 -0.0883707848634838 -0.0716966811922001 -0.0572520380955577 -0.0448800312921202 -0.0344196323243462 -0.0257073101702834 -0.0185782329931464 -0.0128666654746637 -0.00840464563585497 -0.00501953122372223 -0.00253718397493219 -0.000783625029000534 0.000414416536667073 0.00122954555025229 0.00182719862131614 0.0022824647992814 0.00260807958400194 0.00281532491086894 0.00291470351923756 0.00291569072566444 0.00282686377749225 0.00266268420465454 0.00245179199148848 0.00222542750445559 0.00201540858798505 0.00185391737779844 0.00177335094383363 0.00180245961769937 0.00194043534571031 0.0021722816453304 0.00248222826204264 0.00285335987205537 0.00326721292307791 0.00370347872990756 0.0041417225083154 0.00456377578847866 0.0049529441358101 0.0052946065463505 0.0055768224457961 0.0057907746785249
"" -0.00428588963717267 -0.00541380630004567 -0.00689861534073479 -0.00886373348872138 -0.0114776978081421 -0.0149709922206242 -0.0196589878043062 -0.0259682772547791 -0.0343996704210287 -0.0454861028818257 -0.0597560293560492 -0.0776289006922419 -0.0992569582115215 -0.12432431619828 -0.152107139968132 -0.18194131094813 -0.213061099416744 -0.244610863636735 -0.275715810410068 -0.305556012981154 -0.333410960080147 -0.358521372270766 -0.380166463108108 -0.39777542054103 -0.410957717428803 -0.41952128889859 -0.423477079184673 -0.42293868896462 -0.418047529127091 -0.409073307481749 -0.396407944457012 -0.380545838871867 -0.362062079727599 -0.341570669395213 -0.319616281913143 -0.296698562547455 -0.273280995349189 -0.249778899365526 -0.226552080317774 -0.20390188071682 -0.182080618433972 -0.16130602673308 -0.141759589278651 -0.123585857607848 -0.106893651620808 -0.0917586213328569 -0.0782141276759602 -0.0662257702339339 -0.0557261281316107 -0.0466261647362065 -0.0388187269407967 -0.0321820802288439 -0.0265844637039933 -0.0219014841874607 -0.0180161898496783 -0.0148104347392491 -0.0121647681826922 -0.00995844435268789 -0.00806953672676691 -0.00640988972099327 -0.00496646596900824 -0.00373596070690319 -0.0027153550891254 -0.00190207652462221 -0.0012938406961624 -0.000884770382892919 -0.000641709731264151 -0.000518854716002326 -0.00047083494967487 -0.000453005614581836 -0.000421338071283917 -0.000332265652104036 -0.000156515278438019 0.000114165450384451 0.000486510291613784 0.000966825705097374 0.00156046242526769 0.00227142153397059
"" -0.000288851992455365 -0.000372291317902633 -0.000485427216304763 -0.000640671010957866 -0.000856342852032877 -0.00115981588665997 -0.00159250558521289 -0.00221729764173475 -0.00312086948246152 -0.0044168659647925 -0.00625167477197288 -0.0088018608222106 -0.0122601847235993 -0.0168040631748994 -0.0225837700581491 -0.029775175493848 -0.0385495225253273 -0.0490589078682047 -0.0614291086544156 -0.0757543484364573 -0.0920909326267345 -0.110423293581606 -0.130657194121604 -0.152625930351081 -0.176091566736579 -0.200750641512495 -0.226244096472217 -0.252142626784691 -0.277932021225508 -0.30305491617119 -0.326933033794722 -0.348989387246069 -0.36867227288917 -0.385490001413679 -0.399077686551637 -0.409187792897681 -0.415684950586887 -0.418549613533729 -0.417877401729109 -0.413870412296239 -0.406734312509684 -0.396651785704182 -0.38385718177078 -0.368631281111402 -0.351291812805776 -0.332183823104981 -0.311680760117232 -0.290197466953948 -0.268149509902122 -0.245936574036065 -0.223935575523207 -0.202495851835893 -0.181930074644535 -0.162441995339196 -0.144147798983463 -0.127127767269302 -0.111429302296772 -0.0970696964307438 -0.0840393071724918 -0.0723086964039543 -0.0618388330257075 -0.0525790067383841 -0.04446783657793 -0.0374350019315403 -0.0314026611068688 -0.0262878780204792 -0.0220133112800081 -0.0185025561265115 -0.0156762533062119 -0.01345309825696 -0.0117503793662105 -0.0104836406219086 -0.00955028170317979 -0.00882199020155572 -0.0081675203184095 -0.00745516832393933 -0.00655299923036035 -0.00532873566945341
"" -1.11683050739042e-05 -1.47038062155488e-05 -1.96014052325892e-05 -2.64922795234755e-05 -3.63481368918894e-05 -5.069058729174e-05 -7.19451934340629e-05 -0.000104019415796504 -0.000152758846166567 -0.000226614354559314 -0.000337709998597569 -0.000502759254441357 -0.000743564386677285 -0.00108644327235707 -0.00156249390050689 -0.00221233576394943 -0.00308618537072876 -0.00424470680081573 -0.00576028837826717 -0.00771842262314878 -0.0102188236053589 -0.0133725233675917 -0.0173001068370563 -0.0221303594738585 -0.0279969948085722 -0.0350343572813097 -0.0433721817373685 -0.0531279853954823 -0.0643977385400062 -0.0772484057017621 -0.0917092205509274 -0.107763052956116 -0.125338668197716 -0.144307047257397 -0.164490554855257 -0.185661355612067 -0.207542281548436 -0.229813219142529 -0.252120643788829 -0.274090118023224 -0.295334686733887 -0.315462435567634 -0.334090184338486 -0.350854059751795 -0.365419614818106 -0.377491615261172 -0.386827382821795 -0.393257419892781 -0.396685119233319 -0.397086384261131 -0.394509414554841 -0.389073019773631 -0.380961834836832 -0.370398407441084 -0.35763681725575 -0.342966906041876 -0.326705162373748 -0.309186221141335 -0.290755443688287 -0.271747613302699 -0.252459840154962 -0.233169472480889 -0.214132486573495 -0.19557989849219 -0.17771603963582 -0.160718022095873 -0.14473441067202 -0.129889439609374 -0.116284783367553 -0.104000117443201 -0.0930946602754132 -0.0836082377865338 -0.0754983392212755 -0.0686075167800684 -0.0627542472833861 -0.0577438958931758 -0.0533712269508371 -0.0494220640567331
"" -1.95165328049153e-07 -2.56210843235285e-07 -3.42359936706069e-07 -4.6638075253335e-07 -6.48709672042359e-07 -9.22777415309524e-07 -1.34453974000698e-06 -2.00923737939969e-06 -3.07000740933942e-06 -4.76743679432713e-06 -7.47871135121677e-06 -1.17793551409113e-05 -1.85150174808919e-05 -2.88664299117152e-05 -4.44550517045453e-05 -6.76195123151529e-05 -0.000101632221017514 -0.00015100039340471 -0.000221861858145347 -0.000322483097294621 -0.000463867253753128 -0.000660388212046164 -0.000930556684998904 -0.00129791030785138 -0.0017919585220252 -0.00244917943744207 -0.00331404489501178 -0.00443992696566827 -0.00588974098466862 -0.00773646556100009 -0.0100632465445336 -0.0129630078529757 -0.0165374903722678 -0.0208955101248774 -0.0261496012944568 -0.0324122239875398 -0.0397909234368064 -0.0483822653054778 -0.0582648477273649 -0.0694919915704978 -0.082092070059937 -0.0960682992774962 -0.111390418811057 -0.127991312783427 -0.145765282597872 -0.164568172372972 -0.184216491147359 -0.204481053654685 -0.225094653521203 -0.245758370732978 -0.266147965696276 -0.285922056507456 -0.304732739304205 -0.322245165424435 -0.338147595303193 -0.352155352017402 -0.36401877866921 -0.373530463491965 -0.380531450543379 -0.384925261258042 -0.386698042521147 -0.385909705669474 -0.382691323417642 -0.377242830107392 -0.369828978211929 -0.360771459235207 -0.350425971840027 -0.339176866134282 -0.327432261784511 -0.315612965153215 -0.304142008113496 -0.29343326196297 -0.28378882792081 -0.275325653339331 -0.268089063251512 -0.262071553874945 -0.257222003509105 -0.253454584518481
"" -2.05806284584664e-09 -2.55292258971273e-09 -3.32625631384169e-09 -4.53383082809104e-09 -6.43579129078234e-09 -9.46786298731494e-09 -1.43614184923642e-08 -2.23427719141074e-08 -3.54484946220247e-08 -5.70181561080793e-08 -9.2436153281391e-08 -1.5017463054581e-07 -2.43146321190241e-07 -3.90252966445512e-07 -6.18973822868404e-07 -9.71247456524608e-07 -1.51014444044589e-06 -2.33033328945973e-06 -3.57428658083126e-06 -5.45727396886996e-06 -8.3048171467238e-06 -1.25954282266852e-05 -1.90240930136931e-05 -2.85935785030202e-05 -4.27326265247141e-05 -6.3448089221622e-05 -9.3514325536843e-05 -0.000136732175455532 -0.000198281661711719 -0.000285108839541051 -0.000406395948417252 -0.000574102704380958 -0.000803562381768744 -0.00111414755114598 -0.00153018443386103 -0.00208177515718913 -0.00280558868375421 -0.00374563307057816 -0.00495391794816259 -0.00649094710246478 -0.00842595768456652 -0.010836772659786 -0.0138091627999404 -0.0174356097720173 -0.0218133979072279 -0.027042009816468 -0.0332201475496975 -0.0404429075728022 -0.0487973650147218 -0.0583577542703552 -0.0691804849095507 -0.0812991926756363 -0.0947204855678766 -0.109423771273947 -0.125360021507291 -0.142449261360572 -0.160580744210133 -0.179614780377041 -0.199386398034668 -0.219702371289234 -0.240332641940437 -0.261027249304418 -0.281525573481815 -0.30156465590179 -0.320888382202194 -0.339256840294687 -0.356452802342688 -0.37228994144916 -0.386618679734296 -0.399328674943012 -0.410349310010282 -0.41964987495466 -0.42731844807988 -0.433595077971768 -0.438748157493006 -0.443055349944163 -0.446797329398807 -0.450254354655762
